img_emoji;word_count;count_emoji;emotion;tonality;class;clean_text
😅;7;1;smile;positive/negative;0;иногда я отказываюсь верить своим глазам 😅
😅;8;1;smile;positive/negative;0;дава не в восторге от поцелуев киркорова 😅
😱;8;1;fear;negative;5;джeйcoн стэйтeм в cупeрoжидaeмом фильмe гaя pичи 😱
😜;3;1;no_emotion;positive/negative;3;настоящая зверюга😜
🤣;8;1;smile;positive/negative;0;у наших людей смекалка работает ого-го…🤣
😁;9;1;smile;positive/negative;0;да уж...  начала хорошо, да головка закружилась 😁
😆;7;1;smile;positive/negative;0;страшно представить что на ногах.....😆
😍;3;1;joy;positive;2;детский сад 😍
😁;4;1;smile;positive/negative;0;жрать домой несет😁
🙈;4;1;no_emotion;neutral/skeptical;1;даже смотреть страшно 🙈
😈;5;1;anger;negative;7;крепкого здоровья этому батуту 😈
😦;10;1;surprise;negative;11;всегда было интересно, какой дурак поехал снимать это видио😦
❤;7;1;joy;positive;2;какие классные фотки!!!!!❤
😃;9;1;smile;positive/negative;0;как тут уснёшь, если под нос вкусняшку положили 😃
😍;5;1;joy;positive;2;когда дети правильно воспитаны 😍
🙄;10;1;no_emotion;neutral/skeptical;1;может закрыть всё таки окно, а не ржать? 🙄
😅;7;1;smile;positive/negative;0;когда ну все просто против тебя😅
😅;9;1;smile;positive/negative;0;после этого надеюсь, что её никто не видел😅
😅;7;1;smile;positive/negative;0;это так не удивительно для мужчин😅
😂;6;1;smile;positive/negative;0;попросила старшего присмотреть за братом😂
😅;10;1;smile;positive/negative;0;главное успеть сделать вид, что ты спишь или занят😅
😅;6;1;smile;positive/negative;0;кофе так и не попили 😅
🤣;11;1;smile;positive/negative;0;не знаю, как у вас, но у нас так постоянно 🤣
😅;7;1;smile;positive/negative;0;это хорошо звучит только в теории😅
😅;11;1;smile;positive/negative;0;потому, что мужчины добиваются большего, когда с ними нужная женщина😅
😅;5;1;smile;positive/negative;0;присмотритесь и все поймете😅
😅;7;1;smile;positive/negative;0;это действительно важный и полезный совет😅
😅;11;1;smile;positive/negative;0;хорошо бы такие сюрпризы получать не только на 8 марта 😅
😅;7;1;smile;positive/negative;0;в большой семье ушами не щелкают 😅
😅;6;1;smile;positive/negative;0;маму обижает, что её превзошли😅
😅;9;1;smile;positive/negative;0;на второй фото у девушки очень плохой почерк😅
😅;11;1;smile;positive/negative;0;"в фотографиях ""спустя годы"" своя, особая, атмосфера.. 😅"
😅;5;1;smile;positive/negative;0;не жру, а дегустирую😅
😅;9;1;smile;positive/negative;0;скинул своей девушке, как мы проводим свой вечер😅
😂;2;1;smile;positive/negative;0;опоздал 😂
😂;8;1;smile;positive/negative;0;умение привлечь внимание - 10 из 10 😂
😍;8;1;joy;positive;2;как много смыслов в таком случайном фото 😍
😍;6;1;joy;positive;2;сливочная уха из красной рыбы😍
😅;5;1;smile;positive/negative;0;и свет выключите, пожалуйста😅
😅;10;1;smile;positive/negative;0;к такой жене я бы с работы не опаздывал😅
😅;11;1;smile;positive/negative;0;со стороны вроде обычное фото, но здесь что-то не так😅
😂;2;1;smile;positive/negative;0;обидненько 😂
😂;3;1;smile;positive/negative;0;зато честно 😂
😅;7;1;smile;positive/negative;0;заметят только самые внимательные и находчивые 😅
😂;7;1;smile;positive/negative;0;директор хороший и корпоративная политика интересная 😂
💣;6;1;surprise;positive/negative;9;это просто бомбезное сочетание вкусов 💣
😅;8;1;smile;positive/negative;0;все таки поколение еще не совсем потеряно😅
😅;5;1;smile;positive/negative;0;главное, что ответ честный😅
😋;9;1;joy;positive;2;фудблогер павел сизов выложил видео-рецепт очередного кулинарного шедевра😋
😆;8;1;smile;positive/negative;0;смешно-смешно, но скоро так и будет..😆
😊;5;1;smile;positive/negative;0;вкусно и очень просто 😊
😅;8;1;smile;positive/negative;0;каждый мужчина хоть раз мечтал так сделать 😅
😅;11;1;smile;positive/negative;0;муж тонко намекает, что пора бы и домашние дела поделать 😅
😅;6;1;smile;positive/negative;0;мне срочно нужна такая техника 😅
🤪;9;1;no_emotion;positive/negative;3;кот сразу понял, что что-то тут не так 🤪
😅;10;1;smile;positive/negative;0;а еще говорят, что женщины - слабый пол... 😅
😅;6;1;smile;positive/negative;0;хорошим девочкам просьба не смотреть 😅
😅;8;1;smile;positive/negative;0;как выйти из этого замкнутого круга? 😅
😅;5;1;smile;positive/negative;0;желательно еще и вздремнуть😅
😅;7;1;smile;positive/negative;0;вот это я понимаю текучка кадров😅
😅;6;1;smile;positive/negative;0;по-моему это самая главная причина😅
😂;7;1;smile;positive/negative;0;искусство важных переговоров выглядит примерно так 😂
😅;10;1;smile;positive/negative;0;картина маслом: муж отпустил на отдых с подружками😅
☺;11;1;smile;positive/negative;0;мне хватило две минуты, а за сколько ты нашел это☺
